step,layer,head,edge,light,heavy_slice,abs_diff,rel_diff
0,0,20,P->P,0.6195551753044128,0.6195551753044128,0.0,0.0
0,0,20,P->R1,0.056825943291187286,0.056825943291187286,0.0,0.0
0,0,20,P->S,0.08442236483097076,0.08442236483097076,0.0,0.0
0,0,20,P->X,0.25971633195877075,0.25971633195877075,0.0,0.0
0,0,20,R1->P,0.012236048193538891,0.012235873762299032,1.7443123985841358e-07,1.4255520826611327e-05
0,0,20,R1->R1,0.733578177059398,0.7344225715188419,0.0008443944594439534,0.0011510626758674456
0,0,20,R1->S,0.18437506170833812,0.18500482334810145,0.0006297616397633321,0.0034156552080755287
0,0,20,R1->X,0.12490589478436638,0.1247256363139433,0.00018025847042307808,0.0014431542301047572
0,0,20,S->P,0.024116708951837876,0.024116708951837876,0.0,0.0
0,0,20,S->R1,0.04084747679093305,0.04084747679093305,0.0,0.0
0,0,20,S->S,0.754405189962948,0.754405189962948,0.0,0.0
0,0,20,S->X,0.257348705740536,0.257348705740536,0.0,0.0
0,0,20,X->P,0.015923231840133667,0.015923231840133667,0.0,0.0
0,0,20,X->R1,0.009325814433395863,0.009325814433395863,0.0,0.0
0,0,20,X->S,0.049636442214250565,0.049636442214250565,0.0,0.0
0,0,20,X->X,0.964983344078064,0.964983344078064,0.0,0.0
0,4,0,P->P,0.8889240026473999,0.8889240026473999,0.0,0.0
0,4,0,P->R1,0.031091220676898956,0.031091220676898956,0.0,0.0
0,4,0,P->S,0.03355635702610016,0.03355635702610016,0.0,0.0
0,4,0,P->X,0.04941003769636154,0.04941003769636154,0.0,0.0
0,4,0,R1->P,0.0010527698870967416,0.0010529742302263483,2.0434312960671865e-07,0.0001941004697334595
0,4,0,R1->R1,0.9431608985452091,0.9429262946633732,0.0002346038818359375,0.0002487421628672322
0,4,0,R1->S,0.09054944094489603,0.0917135757558486,0.0011641348109525662,0.012856344542877983
0,4,0,R1->X,0.024181825273177204,0.024521929376265583,0.0003401041030883789,0.014064451266448725
0,4,0,S->P,0.005517110228538513,0.005517110228538513,0.0,0.0
0,4,0,S->R1,0.08812357397640452,0.08812357397640452,0.0,0.0
0,4,0,S->S,0.9410423951990464,0.9410423951990464,0.0,0.0
0,4,0,S->X,0.07022833824157715,0.07022833824157715,0.0,0.0
0,4,0,X->P,0.2495415210723877,0.2495415210723877,0.0,0.0
0,4,0,X->R1,0.09263606369495392,0.09263606369495392,0.0,0.0
0,4,0,X->S,0.12893229722976685,0.12893229722976685,0.0,0.0
0,4,0,X->X,0.5803508758544922,0.5803508758544922,0.0,0.0
0,4,4,P->P,0.9623508453369141,0.9623508453369141,0.0,0.0
0,4,4,P->R1,0.014905346557497978,0.014905346557497978,0.0,0.0
0,4,4,P->S,0.01013433001935482,0.01013433001935482,0.0,0.0
0,4,4,P->X,0.013667160645127296,0.013667160645127296,0.0,0.0
0,4,4,R1->P,0.013092102373347562,0.013496305136119617,0.0004042027627720549,0.030873785679748165
0,4,4,R1->R1,0.9604388966279871,0.9600183823529411,0.00042051427504596894,0.00043783553177860246
0,4,4,R1->S,0.06506771199843463,0.06637906326967127,0.0013113512712366465,0.020153640430267388
0,4,4,R1->X,0.005450486260301927,0.005541294374886681,9.080811458475439e-05,0.016660552884271308
0,4,4,S->P,0.008360771571888644,0.008360771571888644,0.0,0.0
0,4,4,S->R1,0.13073266253751867,0.13073266253751867,0.0,0.0
0,4,4,S->S,0.9196586608886719,0.9196586608886719,0.0,0.0
0,4,4,S->X,0.010066051693523632,0.010066051693523632,0.0,0.0
0,4,4,X->P,0.007869166322052479,0.007869166322052479,0.0,0.0
0,4,4,X->R1,0.4322943091392517,0.4322943091392517,0.0,0.0
0,4,4,X->S,0.577630877494812,0.577630877494812,0.0,0.0
0,4,4,X->X,0.02285078912973404,0.02285078912973404,0.0,0.0
0,4,8,P->P,0.9101226329803467,0.9101226329803467,0.0,0.0
