name,edge,step,layer,head,entropy,top16_block_mass,segment_mass,max_block_value,mean_block_value,num_blocks_above_01,num_blocks_above_02
ref_transfer_double,X->R1,8,4,4,0.373703360652257,12.883331298828125,0.5946353673934937,0.48696520924568176,0.03497854992747307,31,15
ref_transfer_double,X->R1,9,4,4,0.3664362690833735,12.894153594970703,0.6088439226150513,0.5215068459510803,0.035814348608255386,32,16
ref_transfer_double,X->R1,10,4,4,0.36029218172838323,12.862750053405762,0.6175774335861206,0.5375191569328308,0.03632808476686478,32,16
ref_transfer_double,X->R1,11,4,4,0.35831814071386053,12.762178421020508,0.620213508605957,0.5640226006507874,0.036483146250247955,31,17
ref_transfer_double,X->R1,12,4,4,0.35325231668161494,12.713318824768066,0.62973552942276,0.594855010509491,0.037043265998363495,32,19
ref_transfer_double,X->R1,13,4,4,0.354504927894096,12.547810554504395,0.6301180124282837,0.5992559194564819,0.037065766751766205,32,19
ref_transfer_double,X->R1,14,4,4,0.35269079852590646,12.438436508178711,0.6366667151451111,0.6111195087432861,0.03745098412036896,31,19
ref_transfer_double,X->R1,15,4,4,0.3576214068994089,12.190996170043945,0.6354508399963379,0.6024419069290161,0.03737946227192879,31,19
ref_transfer_double,X->R1,16,4,4,0.3641425517624637,11.899810791015625,0.6339987516403198,0.5884154438972473,0.037294045090675354,31,19
ref_transfer_double,X->R1,17,4,4,0.3606578797699605,11.862720489501953,0.6399483680725098,0.6042673587799072,0.03764402121305466,31,20
ref_transfer_double,X->R1,18,4,4,0.36782325173877556,11.600319862365723,0.6348617076873779,0.5922554135322571,0.037344805896282196,31,20
ref_transfer_double,X->R1,19,4,4,0.37906235760702395,11.25533676147461,0.623300313949585,0.5656664967536926,0.036664724349975586,30,18
prompt_control_top,X->P,0,12,17,0.2302449207683294,15.87282943725586,0.9933006763458252,0.9922994375228882,0.4966503381729126,16,16
prompt_control_top,X->P,1,12,17,0.22815872693007802,15.889081001281738,0.9937899708747864,0.9926382303237915,0.4968949854373932,16,16
prompt_control_top,X->P,2,12,17,0.22868401462378227,15.912346839904785,0.9952925443649292,0.9942588806152344,0.4976462721824646,16,16
prompt_control_top,X->P,3,12,17,0.22862779402780348,15.924473762512207,0.9962529540061951,0.995189905166626,0.49812647700309753,16,16
prompt_control_top,X->P,4,12,17,0.2265238938198639,15.921897888183594,0.9965314865112305,0.9951910376548767,0.49826574325561523,16,16
prompt_control_top,X->P,5,12,17,0.225395975118451,15.914604187011719,0.996617317199707,0.9950809478759766,0.4983086585998535,16,16
prompt_control_top,X->P,6,12,17,0.22591132327897884,15.902557373046875,0.9960038661956787,0.9948299527168274,0.49800193309783936,16,16
prompt_control_top,X->P,7,12,17,0.22520400823561879,15.899024963378906,0.9960644841194153,0.9949578046798706,0.49803224205970764,16,16
prompt_control_top,X->P,8,12,17,0.2265071847660911,15.882035255432129,0.9948574304580688,0.994360089302063,0.4974287152290344,16,16
prompt_control_top,X->P,9,12,17,0.228945651983998,15.864304542541504,0.993748664855957,0.9937471747398376,0.4968743324279785,16,16
prompt_control_top,X->P,10,12,17,0.2319169301985283,15.849250793457031,0.9922233819961548,0.9932397603988647,0.4961116909980774,16,16
prompt_control_top,X->P,11,12,17,0.2356431251030538,15.828110694885254,0.9897860884666443,0.9921088218688965,0.49489304423332214,16,16
prompt_control_top,X->P,12,12,17,0.23638229821241016,15.828838348388672,0.9900974035263062,0.992145299911499,0.4950487017631531,16,16
prompt_control_top,X->P,13,12,17,0.24064121418954423,15.811504364013672,0.9886190891265869,0.9913673996925354,0.49430954456329346,16,16
prompt_control_top,X->P,14,12,17,0.24279143570956196,15.806900978088379,0.9885954856872559,0.991007387638092,0.49429774284362793,16,16
prompt_control_top,X->P,15,12,17,0.24469080056145548,15.790971755981445,0.9871940016746521,0.9900781512260437,0.49359700083732605,16,16
prompt_control_top,X->P,16,12,17,0.24785750582282268,15.772479057312012,0.9847555160522461,0.9883320927619934,0.49237775802612305,16,16
prompt_control_top,X->P,17,12,17,0.2487694838480969,15.766886711120605,0.9855273962020874,0.9878169894218445,0.4927636981010437,16,16
prompt_control_top,X->P,18,12,17,0.2518884254467569,15.748537063598633,0.9845581650733948,0.9859375357627869,0.4922790825366974,16,16
prompt_control_top,X->P,19,12,17,0.25469524741318395,15.722369194030762,0.9832159280776978,0.984032392501831,0.4916079640388489,16,16
prompt_control_top,X->P,20,12,17,0.25459135970181124,15.717546463012695,0.98246169090271,0.9823246598243713,0.491230845451355,16,16
prompt_control_top,X->P,21,12,17,0.257056880037363,15.70296859741211,0.9828247427940369,0.98182213306427,0.49141237139701843,16,16
prompt_control_top,X->P,22,12,17,0.2637728041377087,15.688743591308594,0.9807372093200684,0.980623722076416,0.4903686046600342,16,16
prompt_control_top,X->P,23,12,17,0.2595245738338062,15.696144104003906,0.9834970831871033,0.9820609092712402,0.49174854159355164,16,16
prompt_control_top,X->P,24,12,17,0.2596831389125969,15.703072547912598,0.9845925569534302,0.9836645722389221,0.4922962784767151,16,16
prompt_control_top,X->P,25,12,17,0.26527456983058817,15.716604232788086,0.9843391180038452,0.9847933650016785,0.4921695590019226,16,16
prompt_control_top,X->P,26,12,17,0.2697615165511261,15.731782913208008,0.9858220815658569,0.9873331785202026,0.49291104078292847,16,16
prompt_control_top,X->P,27,12,17,0.26399229897774296,15.759960174560547,0.9908193945884705,0.9911512732505798,0.49540969729423523,16,16
prompt_control_light,X->P,0,14,20,0.4758284849112409,12.633781433105469,0.8364071846008301,0.8837025165557861,0.41820359230041504,16,16
prompt_control_light,X->P,1,14,20,0.46880949369931835,12.737672805786133,0.8455321192741394,0.8800345659255981,0.4227660596370697,16,16
prompt_control_light,X->P,2,14,20,0.4643838723547408,12.911279678344727,0.8686888217926025,0.8995383977890015,0.43434441089630127,18,16
prompt_control_light,X->P,3,14,20,0.46220285198700933,13.112325668334961,0.894011914730072,0.9111377000808716,0.447005957365036,21,16
prompt_control_light,X->P,4,14,20,0.4687100891968332,13.181995391845703,0.9075433611869812,0.9137624502182007,0.4537716805934906,21,16
prompt_control_light,X->P,5,14,20,0.47022949069579706,13.198148727416992,0.9142633676528931,0.9112311005592346,0.45713168382644653,22,16
prompt_control_light,X->P,6,14,20,0.47634503647416576,13.139913558959961,0.9157721996307373,0.9117763638496399,0.45788609981536865,23,16
prompt_control_light,X->P,7,14,20,0.4783720037578684,13.251445770263672,0.9248059988021851,0.9115952253341675,0.46240299940109253,23,16
prompt_control_light,X->P,8,14,20,0.48892832091200716,13.21130084991455,0.9253278970718384,0.9099238514900208,0.4626639485359192,23,16
prompt_control_light,X->P,9,14,20,0.4949941287752181,13.297088623046875,0.9295974969863892,0.906043291091919,0.4647987484931946,23,16
prompt_control_light,X->P,10,14,20,0.501877447320798,13.435564041137695,0.9306267499923706,0.9062042832374573,0.4653133749961853,23,16
prompt_control_light,X->P,11,14,20,0.5070775768177214,13.4610595703125,0.9316420555114746,0.9018923044204712,0.4658210277557373,23,16
prompt_control_light,X->P,12,14,20,0.5087357180797384,13.521966934204102,0.9349887371063232,0.9026167988777161,0.4674943685531616,23,16
prompt_control_light,X->P,13,14,20,0.5127600719768776,13.55521297454834,0.9332135915756226,0.9041184186935425,0.4666067957878113,20,16
prompt_control_light,X->P,14,14,20,0.515301014869856,13.607857704162598,0.9348875880241394,0.9040268063545227,0.4674437940120697,19,16
prompt_control_light,X->P,15,14,20,0.5192725673215185,13.596176147460938,0.9327296614646912,0.9002081155776978,0.4663648307323456,17,16
prompt_control_light,X->P,16,14,20,0.5258792515757835,13.478914260864258,0.9262841939926147,0.8900178670883179,0.4631420969963074,17,16
prompt_control_light,X->P,17,14,20,0.5285773194896038,13.430654525756836,0.9253379106521606,0.8833224177360535,0.4626689553260803,17,16
prompt_control_light,X->P,18,14,20,0.5352255511861505,13.260108947753906,0.9146710634231567,0.8698352575302124,0.45733553171157837,16,16
prompt_control_light,X->P,19,14,20,0.5448060363674642,13.099794387817383,0.9028536677360535,0.8643073439598083,0.45142683386802673,16,16
prompt_control_light,X->P,20,14,20,0.548553687702365,13.009378433227539,0.8969402313232422,0.8567736744880676,0.4484701156616211,16,16
prompt_control_light,X->P,21,14,20,0.5530500499512677,13.06186294555664,0.8956007361412048,0.8615614771842957,0.4478003680706024,16,16
prompt_control_light,X->P,22,14,20,0.5581818061183532,13.1211576461792,0.8932180404663086,0.8698990345001221,0.4466090202331543,16,16
prompt_control_light,X->P,23,14,20,0.5613084661524971,12.994633674621582,0.8858563899993896,0.8660920262336731,0.4429281949996948,16,16
prompt_control_light,X->P,24,14,20,0.5658858980850618,12.89747428894043,0.8771121501922607,0.8634821772575378,0.43855607509613037,16,16
prompt_control_light,X->P,25,14,20,0.5706232276531359,13.030292510986328,0.8768513202667236,0.8736706972122192,0.4384256601333618,16,16
prompt_control_light,X->P,26,14,20,0.5764574880561584,12.996514320373535,0.8704148530960083,0.8814139366149902,0.43520742654800415,16,16
prompt_control_light,X->P,27,14,20,0.5688953313393079,13.262718200683594,0.8867371678352356,0.897721529006958,0.4433685839176178,16,16
writeback_top,R1->X,5,5,22,0.5104464783917797,7.3330078125,0.9472639420453239,0.6402701735496521,0.05920399725437164,47,33
writeback_top,R1->X,6,5,22,0.4985406631403482,7.499779224395752,0.9497447294347426,0.6634839177131653,0.05935904383659363,46,34
writeback_top,R1->X,7,5,22,0.48818962646334174,7.7119035720825195,0.9523582458496094,0.6768105626106262,0.059522390365600586,46,34
writeback_top,R1->X,8,5,22,0.480791266466905,7.885673999786377,0.9533177544088924,0.6772930026054382,0.059582360088825226,46,33
writeback_top,R1->X,9,5,22,0.4732612103306744,8.053594589233398,0.9527991799747243,0.6762956976890564,0.05954995006322861,44,33
writeback_top,R1->X,10,5,22,0.4666552464874971,8.159810066223145,0.9519278582404641,0.6683772802352905,0.05949549004435539,44,33
writeback_top,R1->X,11,5,22,0.46266335898085126,8.195114135742188,0.9526082207174862,0.6531298160552979,0.059538014233112335,42,33
writeback_top,R1->X,12,5,22,0.4543374218173581,8.340921401977539,0.9536418914794922,0.6587538123130798,0.05960261821746826,41,33
writeback_top,R1->X,13,5,22,0.44884210667938274,8.375917434692383,0.9538325141457951,0.6578876972198486,0.05961453169584274,41,33
writeback_top,R1->X,14,5,22,0.44198522528468304,8.470222473144531,0.9559079338522518,0.6622946262359619,0.05974424630403519,41,33
writeback_top,R1->X,15,5,22,0.43796697654034794,8.441061019897461,0.955525229958927,0.6670941710472107,0.05972032621502876,41,32
writeback_top,R1->X,16,5,22,0.4370806431628089,8.387454986572266,0.9550971984863281,0.6730422973632812,0.05969357490539551,41,32
writeback_top,R1->X,17,5,22,0.4270379668866273,8.548782348632812,0.9564904605641085,0.6924230456352234,0.059780653566122055,41,32
writeback_top,R1->X,18,5,22,0.42361818207624763,8.540824890136719,0.9549797282499426,0.7024237513542175,0.05968623235821724,41,32
writeback_top,R1->X,19,5,22,0.42167594817927084,8.508956909179688,0.9538282506606158,0.7140536904335022,0.05961426720023155,41,32
writeback_late,R1->X,20,24,20,0.5727720712723142,8.375131607055664,0.772428175982307,0.5002166032791138,0.048276759684085846,33,23
writeback_late,R1->X,21,24,20,0.574178439048843,8.446630477905273,0.772912530338063,0.5009775161743164,0.04830703139305115,33,23
writeback_late,R1->X,22,24,20,0.5767456825508549,8.317705154418945,0.7781219482421875,0.5082809925079346,0.04863262176513672,33,23
writeback_late,R1->X,23,24,20,0.5799406955354566,8.136691093444824,0.7847670386819279,0.5078696608543396,0.049047939479351044,33,25
writeback_late,R1->X,24,24,20,0.5848782627030484,7.770393371582031,0.7887300603529986,0.5047777891159058,0.04929563030600548,35,24
writeback_late,R1->X,25,24,20,0.5890377915001704,7.577471733093262,0.7882275861852309,0.49673354625701904,0.049264222383499146,34,24
writeback_late,R1->X,26,24,20,0.5925064868228745,7.383153438568115,0.7571081834680894,0.46422070264816284,0.047319263219833374,34,22
writeback_late,R1->X,27,24,20,0.5691791376439769,9.10749626159668,0.5948660233441521,0.35596224665641785,0.0371791273355484,32,16
fusion_top,S->R1,10,10,1,0.6755995937944584,8.068635940551758,0.7984145108391257,0.22242222726345062,0.04696555808186531,43,4
fusion_top,S->R1,11,10,1,0.6750184024041365,8.218777656555176,0.7833205952363855,0.22432847321033478,0.04607768356800079,42,3
fusion_top,S->R1,12,10,1,0.6767500806214329,8.271709442138672,0.7688788245705998,0.21740588545799255,0.04522816464304924,39,3
fusion_top,S->R1,13,10,1,0.674228276513824,8.429978370666504,0.756752238554113,0.23576050996780396,0.044514838606119156,39,3
fusion_top,S->R1,14,10,1,0.6715510663860874,8.605985641479492,0.7484958873075598,0.25186553597450256,0.04402916878461838,36,4
fusion_top,S->R1,15,10,1,0.669940568548435,8.663097381591797,0.7380669537712546,0.2622472941875458,0.043415702879428864,35,5
fusion_top,S->R1,16,10,1,0.6695948608955744,8.819635391235352,0.7292389589197495,0.26641130447387695,0.04289640858769417,35,5
fusion_top,S->R1,17,10,1,0.6710890464780127,8.89794921875,0.7182759116677677,0.27062901854515076,0.042251523584127426,33,5
fusion_top,S->R1,18,10,1,0.6712073742539223,8.985040664672852,0.6977311302633846,0.2591051161289215,0.041043005883693695,31,5
fusion_top,S->R1,19,10,1,0.6719327752329256,9.068241119384766,0.6985280654009651,0.25947433710098267,0.04108988493680954,29,5
fusion_top,S->R1,20,10,1,0.668448239527527,9.300199508666992,0.7059249877929688,0.2663304805755615,0.04152499884366989,30,5
fusion_top,S->R1,21,10,1,0.6730236391264077,9.229543685913086,0.7123784457936007,0.2516411244869232,0.04190461337566376,33,5
fusion_top,S->R1,22,10,1,0.6774174727138506,9.317516326904297,0.7147029988905963,0.23348824679851532,0.0420413538813591,28,5
fusion_top,S->R1,23,10,1,0.6794547534923551,9.437531471252441,0.7027222128475413,0.22064031660556793,0.04133659973740578,24,2
fusion_top,S->R1,24,10,1,0.6808603468524389,9.695059776306152,0.7144414116354549,0.20494866371154785,0.042025964707136154,24,1
fusion_late,S->R1,20,24,8,0.729364253350708,8.160530090332031,0.1385989750132841,0.05798330903053284,0.00815288070589304,0,0
fusion_late,S->R1,21,24,8,0.7264765996298819,8.519960403442383,0.13786548726698933,0.06111955642700195,0.008109734393656254,0,0
fusion_late,S->R1,22,24,8,0.7176456084402516,9.047579765319824,0.14142263636869543,0.0630430057644844,0.008318978361785412,0,0
fusion_late,S->R1,23,24,8,0.7170864053821264,9.197901725769043,0.14854007608750286,0.06407848000526428,0.008737651631236076,0,0
fusion_late,S->R1,24,24,8,0.727061435872341,9.237188339233398,0.16315555572509766,0.06467056274414062,0.009597385302186012,0,0
fusion_late,S->R1,25,24,8,0.7192322511944869,9.827086448669434,0.1749438257778392,0.06496627628803253,0.010290813632309437,0,0
fusion_late,S->R1,26,24,8,0.7189931399273614,9.946684837341309,0.19131332285263958,0.0630887821316719,0.011253724806010723,0,0
fusion_late,S->R1,27,24,8,0.7506149880189866,8.754570007324219,0.18039361168356502,0.04686255380511284,0.010611388832330704,0,0
